"data_category","action","action_name","column_name","event_name","price_code","old_value","new_value","upd_user","upd_datetime"
"Price Code","U","Update","price","E6BB0505","A","237.91","257.91","BRA507","2026-04-05 23:52:18.975"
"Price Code","U","Update","price","E6BB0505","A","257.91","252.91","BRA500","2026-04-15 02:35:15.575"
"Price Code","I","Insert",NA,"E6BB0505","B",NA,"228.71|228.71||I|Standard Pricing|218.71|0.00|0.00|10.00|0.00","BRA505","2025-11-01 19:26:23.659"
"Price Code","U","Update","price","E6BB0505","B","228.71","258.71","BRA509","2026-01-22 16:23:06.742"
"Price Code","U","Update","price","E6BB0505","B","258.71","268.71","BRA501","2026-02-26 14:52:49.823"
"Price Code","U","Update","price","E6BB0505","B","268.71","263.71","BRA508","2026-03-21 08:04:46.226"
"Price Code","U","Update","price","E6BB0505","B","263.71","248.71","BRA509","2026-03-21 15:27:25.898"
"Price Code","U","Update","price","E6BB0505","B","248.71","233.71","BRA509","2026-04-07 14:39:33.705"
"Price Code","I","Insert",NA,"E6BB0505","C",NA,"195.57|195.57||I|Standard Pricing|185.57|0.00|0.00|10.00|0.00","BRA505","2025-12-10 14:02:06.380"
"Price Code","U","Update","price","E6BB0505","C","195.57","185.57","BRA506","2026-01-26 05:40:39.389"
"Price Code","U","Update","price","E6BB0505","C","185.57","215.57","BRA510","2026-01-27 22:10:31.234"
"Price Code","U","Update","price","E6BB0505","C","215.57","225.57","BRA505","2026-02-07 12:29:09.979"
"Price Code","U","Update","price","E6BB0505","C","225.57","210.57","BRA508","2026-03-08 21:25:59.818"
"Price Code","I","Insert",NA,"E6BB0505","D",NA,"151.6|151.6||I|Standard Pricing|141.6|0.00|0.00|10.00|0.00","BRA507","2025-11-13 12:57:27.228"
"Price Code","U","Update","price","E6BB0505","D","151.6","181.6","BRA507","2026-02-07 18:25:13.494"
"Price Code","U","Update","price","E6BB0505","D","181.6","206.6","BRA503","2026-03-10 22:06:51.952"
"Price Code","I","Insert",NA,"E6BB0505","E",NA,"144.54|144.54||I|Standard Pricing|134.54|0.00|0.00|10.00|0.00","BRA510","2025-11-04 22:38:40.941"
"Price Code","U","Update","price","E6BB0505","E","144.54","149.54","BRA510","2026-01-18 08:16:39.871"
"Price Code","U","Update","price","E6BB0505","E","149.54","179.54","BRA510","2026-02-25 14:56:24.509"
"Price Code","U","Update","price","E6BB0505","E","179.54","194.54","BRA501","2026-03-10 03:18:24.763"
"Price Code","U","Update","price","E6BB0505","E","194.54","204.54","BRA510","2026-04-18 08:40:13.554"
"Price Code","I","Insert",NA,"E6BB0505","F",NA,"118.29|118.29||I|Standard Pricing|108.29|0.00|0.00|10.00|0.00","BRA509","2025-12-07 06:12:15.911"
"Price Code","U","Update","price","E6BB0505","F","118.29","113.29","BRA509","2026-01-25 23:41:36.961"
"Price Code","U","Update","price","E6BB0505","F","113.29","103.29","BRA504","2026-02-09 20:47:05.483"
"Price Code","U","Update","price","E6BB0505","F","103.29","108.29","BRA509","2026-02-15 02:42:06.122"
"Price Code","U","Update","price","E6BB0505","F","108.29","103.29","BRA510","2026-03-12 13:25:54.079"
"Price Code","I","Insert",NA,"E6BB0505","G",NA,"112.84|112.84||I|Standard Pricing|102.84|0.00|0.00|10.00|0.00","BRA510","2025-12-08 18:30:00.141"
"Price Code","U","Update","price","E6BB0505","G","112.84","97.84","BRA510","2026-01-15 09:52:20.377"
"Price Code","U","Update","price","E6BB0505","G","97.84","107.84","BRA504","2026-04-17 09:33:00.439"
"Price Code","U","Update","price","E6BB0505","G","107.84","92.84","BRA500","2026-04-19 13:24:54.732"
"Price Code","I","Insert",NA,"E6BB0505","H",NA,"97.86|97.86||I|Standard Pricing|87.86|0.00|0.00|10.00|0.00","BRA501","2025-11-24 04:52:30.847"
"Price Code","U","Update","price","E6BB0505","H","97.86","127.86","BRA504","2026-01-17 08:51:10.535"
"Price Code","U","Update","price","E6BB0505","H","127.86","122.86","BRA505","2026-01-28 17:21:06.997"
"Price Code","U","Update","price","E6BB0505","H","122.86","152.86","BRA506","2026-04-14 10:05:02.288"
"Price Code","I","Insert",NA,"E6BB0505","I",NA,"71.2|71.2||I|Standard Pricing|61.2|0.00|0.00|10.00|0.00","BRA503","2025-11-27 10:19:37.467"
"Price Code","U","Update","price","E6BB0505","I","71.2","66.2","BRA500","2026-01-31 03:38:45.426"
"Price Code","U","Update","price","E6BB0505","I","66.2","96.2","BRA503","2026-02-08 01:32:03.963"
"Price Code","U","Update","price","E6BB0505","I","96.2","91.2","BRA503","2026-03-30 06:46:46.535"
"Price Code","U","Update","price","E6BB0505","I","91.2","121.2","BRA505","2026-04-12 15:38:36.963"
"Price Code","I","Insert",NA,"E6BB0505","J",NA,"58|58||I|Standard Pricing|48|0.00|0.00|10.00|0.00","BRA500","2025-11-09 18:57:31.791"
"Price Code","U","Update","price","E6BB0505","J","58","68","BRA500","2026-03-09 11:22:59.193"
"Price Code","U","Update","price","E6BB0505","J","68","73","BRA502","2026-03-31 21:58:36.005"
"Price Code","U","Update","price","E6BB0505","J","73","83","BRA504","2026-04-01 02:14:52.057"
"Price Code","I","Insert",NA,"E6BB0505","K",NA,"55.88|55.88||I|Standard Pricing|45.88|0.00|0.00|10.00|0.00","BRA504","2025-11-30 18:35:46.781"
"Price Code","U","Update","price","E6BB0505","K","55.88","45.88","BRA501","2026-01-17 19:29:55.344"
"Price Code","U","Update","price","E6BB0505","K","45.88","55.88","BRA504","2026-04-30 11:53:13.297"
"Price Code","I","Insert",NA,"E6BB0505","L",NA,"49.86|49.86||I|Standard Pricing|39.86|0.00|0.00|10.00|0.00","BRA500","2025-11-14 09:20:18.389"
"Price Code","U","Update","price","E6BB0505","L","49.86","59.86","BRA501","2026-02-26 20:58:56.899"
"Price Code","U","Update","price","E6BB0505","L","59.86","89.86","BRA508","2026-04-08 15:33:59.707"
"Price Code","U","Update","price","E6BB0505","L","89.86","84.86","BRA503","2026-05-03 05:38:47.487"
"Price Code","I","Insert",NA,"E6BB0505","M",NA,"38.46|38.46||I|Standard Pricing|28.46|0.00|0.00|10.00|0.00","BRA507","2025-11-01 15:52:48.523"
"Price Code","U","Update","price","E6BB0505","M","38.46","43.46","BRA501","2026-01-17 01:34:31.449"
"Price Code","U","Update","price","E6BB0505","M","43.46","53.46","BRA502","2026-03-16 21:08:13.529"
"Price Code","I","Insert",NA,"E6BB0506","A",NA,"216.74|216.74||I|Standard Pricing|206.74|0.00|0.00|10.00|0.00","BRA505","2025-11-05 14:01:21.390"
"Price Code","U","Update","price","E6BB0506","A","216.74","206.74","BRA507","2026-01-17 19:02:19.459"
"Price Code","U","Update","price","E6BB0506","A","206.74","201.74","BRA509","2026-02-16 22:29:44.933"
"Price Code","U","Update","price","E6BB0506","A","201.74","226.74","BRA504","2026-02-28 05:57:11.028"
"Price Code","U","Update","price","E6BB0506","A","226.74","231.74","BRA503","2026-05-01 03:47:09.240"
"Price Code","I","Insert",NA,"E6BB0506","B",NA,"191.47|191.47||I|Standard Pricing|181.47|0.00|0.00|10.00|0.00","BRA506","2025-11-30 20:39:43.459"
"Price Code","U","Update","price","E6BB0506","B","191.47","206.47","BRA507","2026-01-17 17:14:17.153"
"Price Code","U","Update","price","E6BB0506","B","206.47","221.47","BRA501","2026-01-20 03:45:19.358"
"Price Code","U","Update","price","E6BB0506","B","221.47","226.47","BRA510","2026-01-31 12:04:07.063"
"Price Code","U","Update","price","E6BB0506","B","226.47","246.47","BRA502","2026-02-28 11:53:32.988"
"Price Code","U","Update","price","E6BB0506","B","246.47","241.47","BRA510","2026-03-10 01:47:56.869"
"Price Code","I","Insert",NA,"E6BB0506","C",NA,"218.09|218.09||I|Standard Pricing|208.09|0.00|0.00|10.00|0.00","BRA507","2025-11-26 13:35:35.643"
"Price Code","U","Update","price","E6BB0506","C","218.09","243.09","BRA507","2026-01-18 19:45:59.987"
"Price Code","U","Update","price","E6BB0506","C","243.09","258.09","BRA500","2026-03-18 23:28:20.347"
"Price Code","I","Insert",NA,"E6BB0506","D",NA,"194.08|194.08||I|Standard Pricing|184.08|0.00|0.00|10.00|0.00","BRA504","2025-11-27 14:34:12.471"
"Price Code","U","Update","price","E6BB0506","D","194.08","199.08","BRA505","2026-01-25 03:04:38.504"
"Price Code","U","Update","price","E6BB0506","D","199.08","184.08","BRA505","2026-03-14 11:06:40.599"
"Price Code","U","Update","price","E6BB0506","D","184.08","194.08","BRA500","2026-03-22 23:56:29.085"
"Price Code","I","Insert",NA,"E6BB0506","E",NA,"123.69|123.69||I|Standard Pricing|113.69|0.00|0.00|10.00|0.00","BRA504","2025-11-30 03:47:38.712"
"Price Code","U","Update","price","E6BB0506","E","123.69","138.69","BRA504","2026-02-15 09:21:30.295"
"Price Code","U","Update","price","E6BB0506","E","138.69","143.69","BRA503","2026-02-22 17:37:26.632"
"Price Code","U","Update","price","E6BB0506","E","143.69","128.69","BRA501","2026-03-27 04:32:21.087"
"Price Code","U","Update","price","E6BB0506","E","128.69","158.69","BRA503","2026-04-09 01:41:21.597"
"Price Code","I","Insert",NA,"E6BB0506","F",NA,"124.05|124.05||I|Standard Pricing|114.05|0.00|0.00|10.00|0.00","BRA500","2025-12-10 03:41:06.714"
"Price Code","U","Update","price","E6BB0506","F","124.05","134.05","BRA509","2026-02-07 00:52:44.136"
"Price Code","U","Update","price","E6BB0506","F","134.05","159.05","BRA505","2026-02-13 04:04:51.017"
"Price Code","U","Update","price","E6BB0506","F","159.05","164.05","BRA503","2026-03-13 20:17:58.759"
"Price Code","U","Update","price","E6BB0506","F","164.05","189.05","BRA501","2026-03-19 02:17:53.100"
"Price Code","U","Update","price","E6BB0506","F","189.05","209.05","BRA503","2026-03-24 10:33:13.427"
"Price Code","I","Insert",NA,"E6BB0506","G",NA,"96.29|96.29||I|Standard Pricing|86.29|0.00|0.00|10.00|0.00","BRA507","2025-11-04 04:19:42.438"
"Price Code","U","Update","price","E6BB0506","G","96.29","126.29","BRA508","2026-03-09 03:24:39.641"
"Price Code","U","Update","price","E6BB0506","G","126.29","151.29","BRA501","2026-04-20 11:07:24.642"
"Price Code","U","Update","price","E6BB0506","G","151.29","156.29","BRA506","2026-04-24 10:53:37.847"
"Price Code","I","Insert",NA,"E6BB0506","H",NA,"90.69|90.69||I|Standard Pricing|80.69|0.00|0.00|10.00|0.00","BRA502","2025-12-06 04:04:57.941"
"Price Code","U","Update","price","E6BB0506","H","90.69","95.69","BRA501","2026-02-10 10:26:56.856"
"Price Code","U","Update","price","E6BB0506","H","95.69","80.69","BRA510","2026-02-12 13:31:24.029"
"Price Code","U","Update","price","E6BB0506","H","80.69","85.69","BRA507","2026-02-15 01:30:41.868"
"Price Code","U","Update","price","E6BB0506","H","85.69","90.69","BRA504","2026-02-15 02:58:10.187"
"Price Code","U","Update","price","E6BB0506","H","90.69","100.69","BRA507","2026-03-15 02:44:53.817"
"Price Code","I","Insert",NA,"E6BB0506","I",NA,"79.15|79.15||I|Standard Pricing|69.15|0.00|0.00|10.00|0.00","BRA509","2025-11-15 17:07:42.700"
"Price Code","U","Update","price","E6BB0506","I","79.15","74.15","BRA501","2026-02-17 13:08:40.155"
"Price Code","U","Update","price","E6BB0506","I","74.15","99.15","BRA508","2026-04-01 16:31:39.674"
"Price Code","U","Update","price","E6BB0506","I","99.15","124.15","BRA510","2026-05-02 21:11:26.581"
"Price Code","I","Insert",NA,"E6BB0506","J",NA,"59.45|59.45||I|Standard Pricing|49.45|0.00|0.00|10.00|0.00","BRA500","2025-11-07 05:33:42.530"
"Price Code","U","Update","price","E6BB0506","J","59.45","69.45","BRA501","2026-01-24 21:18:28.642"
"Price Code","U","Update","price","E6BB0506","J","69.45","59.45","BRA500","2026-04-01 04:18:13.003"
"Price Code","U","Update","price","E6BB0506","J","59.45","84.45","BRA500","2026-04-11 12:56:21.742"
"Price Code","U","Update","price","E6BB0506","J","84.45","69.45","BRA507","2026-05-01 09:33:44.471"
"Price Code","I","Insert",NA,"E6BB0506","K",NA,"51.95|51.95||I|Standard Pricing|41.95|0.00|0.00|10.00|0.00","BRA505","2025-11-06 15:38:16.270"
"Price Code","U","Update","price","E6BB0506","K","51.95","36.95","BRA507","2026-02-07 21:34:08.619"
"Price Code","U","Update","price","E6BB0506","K","36.95","56.95","BRA501","2026-02-23 12:02:08.365"
"Price Code","U","Update","price","E6BB0506","K","56.95","86.95","BRA504","2026-03-16 02:33:35.472"
"Price Code","U","Update","price","E6BB0506","K","86.95","111.95","BRA508","2026-04-21 11:38:09.654"
"Price Code","U","Update","price","E6BB0506","K","111.95","101.95","BRA507","2026-04-25 13:11:21.812"
"Price Code","I","Insert",NA,"E6BB0506","L",NA,"46.85|46.85||I|Standard Pricing|36.85|0.00|0.00|10.00|0.00","BRA509","2025-12-10 03:52:05.844"
"Price Code","U","Update","price","E6BB0506","L","46.85","56.85","BRA504","2026-01-18 02:37:36.582"
"Price Code","U","Update","price","E6BB0506","L","56.85","81.85","BRA508","2026-03-03 22:24:56.574"
"Price Code","U","Update","price","E6BB0506","L","81.85","71.85","BRA504","2026-04-04 13:11:49.880"
"Price Code","I","Insert",NA,"E6BB0506","M",NA,"37.88|37.88||I|Standard Pricing|27.88|0.00|0.00|10.00|0.00","BRA508","2025-12-04 15:36:00.711"
"Price Code","U","Update","price","E6BB0506","M","37.88","57.88","BRA501","2026-03-02 18:10:58.853"
"Price Code","U","Update","price","E6BB0506","M","57.88","72.88","BRA510","2026-05-02 03:36:01.066"
"Price Code","I","Insert",NA,"E6BB0506","N",NA,"28.14|28.14||I|Standard Pricing|18.14|0.00|0.00|10.00|0.00","BRA502","2025-12-15 02:53:45.983"
"Price Code","U","Update","price","E6BB0506","N","28.14","18.14","BRA507","2026-02-02 09:34:54.821"
"Price Code","U","Update","price","E6BB0506","N","18.14","28.14","BRA504","2026-02-15 09:14:05.572"
"Price Code","I","Insert",NA,"E6BB0506","O",NA,"20.88|20.88||I|Standard Pricing|10.88|0.00|0.00|10.00|0.00","BRA501","2025-11-02 14:38:39.987"
"Price Code","U","Update","price","E6BB0506","O","20.88","35.88","BRA501","2026-01-30 10:19:24.006"
"Price Code","U","Update","price","E6BB0506","O","35.88","30.88","BRA502","2026-02-07 19:47:52.484"
"Price Code","U","Update","price","E6BB0506","O","30.88","20.88","BRA501","2026-04-20 15:34:20.981"
"Price Code","U","Update","price","E6BB0506","O","20.88","35.88","BRA502","2026-05-04 00:10:45.547"
"Price Code","I","Insert",NA,"E6BB0508","A",NA,"224.23|224.23||I|Standard Pricing|214.23|0.00|0.00|10.00|0.00","BRA500","2025-11-12 10:47:03.886"
"Price Code","U","Update","price","E6BB0508","A","224.23","214.23","BRA500","2026-01-27 01:59:15.643"
"Price Code","U","Update","price","E6BB0508","A","214.23","234.23","BRA508","2026-03-19 12:28:14.892"
"Price Code","I","Insert",NA,"E6BB0508","B",NA,"248.06|248.06||I|Standard Pricing|238.06|0.00|0.00|10.00|0.00","BRA509","2025-11-09 10:17:27.308"
"Price Code","U","Update","price","E6BB0508","B","248.06","238.06","BRA504","2026-03-13 09:53:27.158"
"Price Code","U","Update","price","E6BB0508","B","238.06","223.06","BRA509","2026-03-14 23:04:07.285"
"Price Code","I","Insert",NA,"E6BB0508","C",NA,"170.78|170.78||I|Standard Pricing|160.78|0.00|0.00|10.00|0.00","BRA500","2025-11-17 17:25:22.496"
"Price Code","U","Update","price","E6BB0508","C","170.78","160.78","BRA507","2026-02-02 02:08:40.123"
"Price Code","U","Update","price","E6BB0508","C","160.78","175.78","BRA509","2026-02-28 13:22:11.828"
"Price Code","U","Update","price","E6BB0508","C","175.78","200.78","BRA507","2026-03-24 23:09:01.378"
"Price Code","U","Update","price","E6BB0508","C","200.78","195.78","BRA507","2026-03-27 04:29:04.725"
"Price Code","U","Update","price","E6BB0508","C","195.78","185.78","BRA505","2026-04-08 01:34:44.686"
"Price Code","I","Insert",NA,"E6BB0508","D",NA,"181.78|181.78||I|Standard Pricing|171.78|0.00|0.00|10.00|0.00","BRA508","2025-12-01 14:21:03.434"
"Price Code","U","Update","price","E6BB0508","D","181.78","201.78","BRA510","2026-02-07 05:10:55.801"
"Price Code","U","Update","price","E6BB0508","D","201.78","186.78","BRA502","2026-02-24 14:31:24.653"
"Price Code","I","Insert",NA,"E6BB0508","E",NA,"159.89|159.89||I|Standard Pricing|149.89|0.00|0.00|10.00|0.00","BRA502","2025-11-08 01:11:52.355"
"Price Code","U","Update","price","E6BB0508","E","159.89","184.89","BRA506","2026-01-18 11:19:29.876"
"Price Code","U","Update","price","E6BB0508","E","184.89","179.89","BRA505","2026-02-27 10:11:35.639"
"Price Code","U","Update","price","E6BB0508","E","179.89","194.89","BRA506","2026-03-01 02:13:13.738"
"Price Code","U","Update","price","E6BB0508","E","194.89","219.89","BRA501","2026-04-27 11:23:45.178"
"Price Code","I","Insert",NA,"E6BB0508","F",NA,"106.66|106.66||I|Standard Pricing|96.66|0.00|0.00|10.00|0.00","BRA502","2025-12-10 17:31:36.746"
"Price Code","U","Update","price","E6BB0508","F","106.66","116.66","BRA500","2026-01-21 20:20:49.705"
"Price Code","U","Update","price","E6BB0508","F","116.66","106.66","BRA503","2026-01-25 09:36:20.014"
"Price Code","U","Update","price","E6BB0508","F","106.66","101.66","BRA510","2026-04-14 07:59:55.350"
"Price Code","U","Update","price","E6BB0508","F","101.66","126.66","BRA502","2026-04-16 13:35:43.511"
"Price Code","U","Update","price","E6BB0508","F","126.66","146.66","BRA504","2026-04-23 15:36:27.074"
"Price Code","I","Insert",NA,"E6BB0508","G",NA,"101.42|101.42||I|Standard Pricing|91.42|0.00|0.00|10.00|0.00","BRA507","2025-11-09 11:17:55.753"
"Price Code","U","Update","price","E6BB0508","G","101.42","131.42","BRA501","2026-02-02 00:57:21.866"
"Price Code","U","Update","price","E6BB0508","G","131.42","161.42","BRA504","2026-02-04 03:01:14.741"
"Price Code","U","Update","price","E6BB0508","G","161.42","171.42","BRA501","2026-02-26 23:16:56.673"
"Price Code","I","Insert",NA,"E6BB0508","H",NA,"86.57|86.57||I|Standard Pricing|76.57|0.00|0.00|10.00|0.00","BRA508","2025-11-30 07:36:05.506"
"Price Code","U","Update","price","E6BB0508","H","86.57","71.57","BRA502","2026-01-24 06:26:10.643"
"Price Code","U","Update","price","E6BB0508","H","71.57","81.57","BRA500","2026-02-08 18:16:05.783"
"Price Code","U","Update","price","E6BB0508","H","81.57","101.57","BRA509","2026-03-21 23:38:31.020"
"Price Code","I","Insert",NA,"E6BB0508","I",NA,"76.91|76.91||I|Standard Pricing|66.91|0.00|0.00|10.00|0.00","BRA502","2025-11-03 04:29:48.699"
"Price Code","U","Update","price","E6BB0508","I","76.91","81.91","BRA510","2026-01-29 22:32:11.963"
"Price Code","U","Update","price","E6BB0508","I","81.91","86.91","BRA500","2026-04-02 15:01:18.006"
"Price Code","U","Update","price","E6BB0508","I","86.91","96.91","BRA503","2026-04-05 04:10:37.957"
"Price Code","U","Update","price","E6BB0508","I","96.91","116.91","BRA506","2026-04-08 10:50:11.586"
"Price Code","I","Insert",NA,"E6BB0508","J",NA,"69.46|69.46||I|Standard Pricing|59.46|0.00|0.00|10.00|0.00","BRA505","2025-12-13 01:34:33.665"
"Price Code","U","Update","price","E6BB0508","J","69.46","94.46","BRA500","2026-01-17 20:34:57.751"
"Price Code","U","Update","price","E6BB0508","J","94.46","79.46","BRA501","2026-02-24 23:51:21.695"
"Price Code","I","Insert",NA,"E6BB0508","K",NA,"52.37|52.37||I|Standard Pricing|42.37|0.00|0.00|10.00|0.00","BRA507","2025-11-27 04:57:09.366"
"Price Code","U","Update","price","E6BB0508","K","52.37","77.37","BRA504","2026-03-03 06:49:00.889"
"Price Code","U","Update","price","E6BB0508","K","77.37","72.37","BRA506","2026-03-11 16:26:10.855"
"Price Code","U","Update","price","E6BB0508","K","72.37","67.37","BRA510","2026-03-15 11:38:55.338"
"Price Code","U","Update","price","E6BB0508","K","67.37","52.37","BRA507","2026-04-16 04:09:12.556"
"Price Code","U","Update","price","E6BB0508","K","52.37","37.37","BRA508","2026-05-04 11:09:27.655"
"Price Code","I","Insert",NA,"E6BB0508","L",NA,"48.63|48.63||I|Standard Pricing|38.63|0.00|0.00|10.00|0.00","BRA505","2025-12-13 19:40:57.231"
"Price Code","U","Update","price","E6BB0508","L","48.63","53.63","BRA510","2026-03-28 17:25:58.336"
"Price Code","U","Update","price","E6BB0508","L","53.63","68.63","BRA506","2026-04-25 08:16:03.270"
"Price Code","U","Update","price","E6BB0508","L","68.63","93.63","BRA507","2026-05-06 01:16:33.601"
"Price Code","I","Insert",NA,"E6BB0508","M",NA,"36.31|36.31||I|Standard Pricing|26.31|0.00|0.00|10.00|0.00","BRA509","2025-11-22 04:41:07.820"
"Price Code","U","Update","price","E6BB0508","M","36.31","41.31","BRA510","2026-01-19 22:44:25.225"
"Price Code","U","Update","price","E6BB0508","M","41.31","61.31","BRA502","2026-01-20 08:00:17.822"
"Price Code","U","Update","price","E6BB0508","M","61.31","56.31","BRA510","2026-01-26 22:34:38.378"
"Price Code","U","Update","price","E6BB0508","M","56.31","41.31","BRA505","2026-03-02 13:55:47.125"
"Price Code","U","Update","price","E6BB0508","M","41.31","61.31","BRA504","2026-03-27 08:26:54.815"
"Price Code","I","Insert",NA,"E6BB0508","N",NA,"26.85|26.85||I|Standard Pricing|16.85|0.00|0.00|10.00|0.00","BRA502","2025-12-09 07:24:53.887"
"Price Code","U","Update","price","E6BB0508","N","26.85","11.85","BRA500","2026-02-12 02:51:19.510"
"Price Code","U","Update","price","E6BB0508","N","11.85","10","BRA502","2026-04-18 09:53:51.468"
"Price Code","I","Insert",NA,"E6BB0508","O",NA,"19.53|19.53||I|Standard Pricing|9.53|0.00|0.00|10.00|0.00","BRA501","2025-11-17 10:33:41.817"
"Price Code","U","Update","price","E6BB0508","O","19.53","44.53","BRA501","2026-02-11 10:54:22.104"
"Price Code","U","Update","price","E6BB0508","O","44.53","29.53","BRA503","2026-03-30 03:20:35.568"
"Price Code","U","Update","price","E6BB0508","O","29.53","19.53","BRA509","2026-04-12 16:58:26.937"
"Price Code","I","Insert",NA,"E6BB0508","P",NA,"17.12|17.12||I|Standard Pricing|7.12|0.00|0.00|10.00|0.00","BRA501","2025-11-28 23:45:59.132"
"Price Code","U","Update","price","E6BB0508","P","17.12","32.12","BRA503","2026-01-29 03:27:15.651"
"Price Code","U","Update","price","E6BB0508","P","32.12","57.12","BRA508","2026-02-18 15:59:50.083"
"Price Code","U","Update","price","E6BB0508","P","57.12","87.12","BRA510","2026-02-19 03:39:36.567"
"Price Code","U","Update","price","E6BB0508","P","87.12","72.12","BRA510","2026-04-20 04:20:27.797"
"Price Code","U","Update","price","E6BB0508","P","72.12","102.12","BRA506","2026-05-05 05:03:37.449"
"Price Code","I","Insert",NA,"E6BB0509","A",NA,"262.01|262.01||I|Standard Pricing|252.01|0.00|0.00|10.00|0.00","BRA500","2025-12-12 08:52:53.919"
"Price Code","U","Update","price","E6BB0509","A","262.01","267.01","BRA510","2026-01-24 02:15:21.469"
"Price Code","U","Update","price","E6BB0509","A","267.01","277.01","BRA507","2026-02-22 13:45:14.464"
"Price Code","U","Update","price","E6BB0509","A","277.01","292.01","BRA500","2026-02-23 17:38:42.959"
"Price Code","U","Update","price","E6BB0509","A","292.01","317.01","BRA505","2026-03-19 13:09:42.170"
"Price Code","I","Insert",NA,"E6BB0509","B",NA,"236.26|236.26||I|Standard Pricing|226.26|0.00|0.00|10.00|0.00","BRA505","2025-11-06 18:43:01.786"
"Price Code","U","Update","price","E6BB0509","B","236.26","241.26","BRA502","2026-02-16 10:58:12.688"
"Price Code","U","Update","price","E6BB0509","B","241.26","231.26","BRA506","2026-02-20 02:11:03.108"
"Price Code","U","Update","price","E6BB0509","B","231.26","256.26","BRA505","2026-03-06 04:24:09.181"
"Price Code","U","Update","price","E6BB0509","B","256.26","286.26","BRA504","2026-03-14 11:01:43.490"
"Price Code","U","Update","price","E6BB0509","B","286.26","316.26","BRA501","2026-03-16 06:59:56.946"
"Price Code","I","Insert",NA,"E6BB0509","C",NA,"183.51|183.51||I|Standard Pricing|173.51|0.00|0.00|10.00|0.00","BRA509","2025-11-03 00:16:29.828"
"Price Code","U","Update","price","E6BB0509","C","183.51","188.51","BRA501","2026-01-18 16:52:08.714"
"Price Code","U","Update","price","E6BB0509","C","188.51","198.51","BRA501","2026-03-02 21:06:35.235"
"Price Code","U","Update","price","E6BB0509","C","198.51","223.51","BRA509","2026-03-28 14:13:15.892"
"Price Code","U","Update","price","E6BB0509","C","223.51","233.51","BRA504","2026-04-05 20:43:04.871"
"Price Code","U","Update","price","E6BB0509","C","233.51","228.51","BRA508","2026-04-23 11:18:33.212"
"Price Code","I","Insert",NA,"E6BB0509","D",NA,"189.48|189.48||I|Standard Pricing|179.48|0.00|0.00|10.00|0.00","BRA506","2025-11-11 20:59:26.169"
"Price Code","U","Update","price","E6BB0509","D","189.48","199.48","BRA502","2026-03-01 21:45:47.463"
"Price Code","U","Update","price","E6BB0509","D","199.48","224.48","BRA506","2026-05-08 03:52:58.153"
"Price Code","I","Insert",NA,"E6BB0509","E",NA,"165.39|165.39||I|Standard Pricing|155.39|0.00|0.00|10.00|0.00","BRA508","2025-11-10 15:23:14.678"
"Price Code","U","Update","price","E6BB0509","E","165.39","190.39","BRA508","2026-01-28 10:13:11.737"
"Price Code","U","Update","price","E6BB0509","E","190.39","215.39","BRA509","2026-04-26 16:56:06.426"
"Price Code","I","Insert",NA,"E6BB0509","F",NA,"129.87|129.87||I|Standard Pricing|119.87|0.00|0.00|10.00|0.00","BRA509","2025-12-11 23:20:52.360"
"Price Code","U","Update","price","E6BB0509","F","129.87","159.87","BRA504","2026-01-30 18:43:33.883"
"Price Code","U","Update","price","E6BB0509","F","159.87","164.87","BRA500","2026-04-15 02:12:07.142"
"Price Code","U","Update","price","E6BB0509","F","164.87","179.87","BRA502","2026-04-25 00:15:38.923"
"Price Code","I","Insert",NA,"E6BB0509","G",NA,"121.06|121.06||I|Standard Pricing|111.06|0.00|0.00|10.00|0.00","BRA500","2025-11-30 16:02:40.876"
"Price Code","U","Update","price","E6BB0509","G","121.06","126.06","BRA502","2026-02-05 09:57:30.654"
"Price Code","U","Update","price","E6BB0509","G","126.06","156.06","BRA501","2026-04-05 09:25:45.589"
"Price Code","I","Insert",NA,"E6BB0509","H",NA,"98.88|98.88||I|Standard Pricing|88.88|0.00|0.00|10.00|0.00","BRA505","2025-11-26 13:21:31.775"
"Price Code","U","Update","price","E6BB0509","H","98.88","103.88","BRA507","2026-01-19 03:46:21.078"
"Price Code","U","Update","price","E6BB0509","H","103.88","128.88","BRA501","2026-01-20 05:46:55.992"
"Price Code","U","Update","price","E6BB0509","H","128.88","138.88","BRA501","2026-02-18 05:43:17.750"
"Price Code","I","Insert",NA,"E6BB0509","I",NA,"81.68|81.68||I|Standard Pricing|71.68|0.00|0.00|10.00|0.00","BRA502","2025-11-02 05:57:53.480"
"Price Code","U","Update","price","E6BB0509","I","81.68","101.68","BRA500","2026-01-17 18:12:10.362"
"Price Code","U","Update","price","E6BB0509","I","101.68","121.68","BRA508","2026-03-26 16:43:17.769"
"Price Code","U","Update","price","E6BB0509","I","121.68","136.68","BRA506","2026-04-02 03:53:09.470"
"Price Code","U","Update","price","E6BB0509","I","136.68","146.68","BRA509","2026-04-12 06:50:27.812"
"Price Code","I","Insert",NA,"E6BB0509","J",NA,"58.33|58.33||I|Standard Pricing|48.33|0.00|0.00|10.00|0.00","BRA510","2025-11-07 02:34:24.806"
"Price Code","U","Update","price","E6BB0509","J","58.33","48.33","BRA505","2026-03-04 03:50:45.967"
"Price Code","U","Update","price","E6BB0509","J","48.33","43.33","BRA502","2026-03-07 14:43:47.655"
